,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
TPPP3,0,0,1,0,0,0,0,0,0,0,1
AMBN,0,0,1,0,0,1,0,0,0,0,2
RFTN2,0,0,0,1,0,0,0,0,0,0,1
CIC,0,0,0,0,1,1,0,0,0,0,2
GPC4,0,0,1,3,0,2,1,0,0,0,7
GPC6,0,0,3,2,0,2,0,0,0,0,7
ACOXL,0,0,0,0,0,0,1,0,0,0,1
TTI1,0,0,2,0,0,1,0,0,0,0,3
LYSMD3,0,0,0,1,0,2,0,0,0,0,3
RABL3,0,0,1,0,0,0,0,0,0,0,1
KAT5,0,0,2,1,1,1,0,0,0,0,5
GDF10,0,0,1,0,0,0,0,0,0,0,1
METRN,0,0,1,0,0,0,0,0,0,0,1
NAP1L4,0,0,2,0,0,1,0,0,0,0,3
RGS5,0,0,0,1,1,0,0,0,0,0,2
IRS4,0,0,1,1,0,0,0,0,0,0,2
NETO1,0,0,1,0,0,0,2,0,0,0,3
ERRFI1,0,0,1,1,0,1,0,0,0,0,3
ARHGEF17,0,0,1,0,0,0,0,0,0,0,1
RPP21,0,0,0,0,0,0,0,1,0,0,1
PEX19,0,0,2,0,0,2,1,1,0,0,6
GREB1,0,0,1,0,0,0,1,0,0,0,2
FSTL1,0,0,2,0,0,1,1,0,0,0,4
LBH,0,0,2,0,0,1,0,0,0,0,3
SNX5,0,0,2,1,3,1,0,1,0,0,8
VSTM1,0,0,1,1,0,0,0,0,0,0,2
LRP6,0,0,3,2,2,1,1,1,0,0,10
ATP2B3,0,0,0,1,1,2,0,0,0,0,4
CACNA2D1,0,0,0,1,0,1,1,0,1,0,4
ID4,0,0,1,0,0,1,0,0,0,0,2
PDGFC,0,0,3,1,0,3,1,0,0,0,8
SIGLEC1,0,0,2,1,0,0,0,0,2,0,5
CSN2,0,0,3,0,0,1,0,0,0,0,4
NPY1R,0,0,0,1,1,0,0,0,0,0,2
DDR2,0,0,1,1,1,0,0,0,0,0,3
SFRP5,0,0,1,0,0,0,0,0,0,0,1
SHROOM2,0,0,1,1,1,2,2,0,0,0,7
SRPX,0,0,2,0,0,1,0,0,0,0,3
ENAM,0,0,1,1,0,1,0,0,0,0,3
DNPEP,0,0,1,0,0,1,0,0,0,0,2
TCTE1,0,0,1,0,0,0,0,0,0,0,1
PCDH18,0,0,0,1,0,0,0,0,0,0,1
GREM2,0,0,2,0,0,0,0,0,0,0,2
ADAM23,0,0,1,1,0,1,0,0,0,0,3
GDF6,0,0,1,0,0,0,0,0,0,0,1
MPDZ,0,0,2,1,3,1,1,0,0,0,8
AMTN,0,0,1,1,2,1,0,0,0,0,5
PCDHGC3,0,0,1,1,0,0,0,0,0,0,2
PPP1R1A,0,0,1,0,0,0,0,0,0,0,1
PPP1R1B,0,0,1,0,0,1,0,0,0,0,2
ATXN7,0,0,1,0,0,2,0,0,2,0,5
LMOD1,0,0,1,1,0,1,0,0,0,0,3
SHISA5,0,0,0,0,2,2,0,0,0,0,4
SLC41A2,0,0,0,1,0,0,0,0,0,0,1
UBE2QL1,0,0,0,1,0,1,0,0,0,0,2
CDC14B,0,0,2,0,0,1,1,0,0,0,4
COL13A1,0,0,2,1,3,2,0,0,0,0,8
SPC24,0,0,0,0,0,1,0,0,0,0,1
LANCL1,0,0,1,1,0,0,0,0,0,0,2
EFEMP2,0,0,1,1,1,1,1,0,0,0,5
AMOT,0,0,2,2,0,0,2,0,0,0,6
SNX32,0,0,1,0,0,0,0,1,0,0,2
CHRDL1,0,0,1,2,0,1,0,0,0,0,4
CILP,0,0,1,0,0,0,1,0,0,0,2
VSIG8,0,0,1,0,0,0,0,0,0,0,1
GALNT5,0,0,0,0,0,2,0,0,0,0,2
LOXL1,0,0,2,0,1,0,0,0,0,0,3
SYDE1,0,0,0,0,1,0,0,0,0,0,1
GOLM1,0,0,1,1,0,2,0,0,0,0,4
DOK5,0,0,1,0,0,0,0,0,0,0,1
FAM20A,0,0,2,0,0,2,1,0,0,0,5
NAP1L5,0,0,0,0,0,1,0,0,0,0,1
SNTG1,0,0,1,0,1,2,0,0,0,0,4
PEG10,0,0,2,0,0,1,0,0,0,0,3
TMEM74B,0,0,1,0,0,0,0,0,0,0,1
PRICKLE2,0,0,1,0,1,0,0,0,0,0,2
CEBPD,0,0,0,1,0,1,0,0,0,0,2
EGFL6,0,0,2,0,1,0,0,0,0,0,3
OLFML3,0,0,1,0,0,1,0,0,0,0,2
MN1,0,0,0,0,0,1,0,0,0,0,1
ITM2A,0,0,0,1,0,1,0,0,0,0,2
HRC,0,0,1,0,0,3,1,0,0,0,5
PRSS23,0,0,0,0,0,2,1,0,0,0,3
BTBD17,0,0,1,1,0,0,0,0,0,0,2
PCDHGA12,0,0,0,1,0,0,0,0,0,0,1
PCP4,0,1,1,0,0,1,0,0,0,0,3
SCG2,0,0,2,2,0,2,1,1,1,0,9
HTRA3,0,0,1,0,0,0,0,0,0,0,1
RAMP2,0,0,1,1,0,0,0,1,0,0,3
CILP2,0,0,1,0,0,0,1,0,0,0,2
VGLL1,0,0,0,0,0,1,0,0,0,0,1
NR4A2,0,1,2,0,0,1,0,0,0,0,4
FHL1,0,0,1,1,0,1,0,0,0,0,3
NOTUM,0,0,1,0,0,1,0,0,0,0,2
SPOCK2,0,0,1,1,0,0,0,0,0,0,2
KRT34,0,0,1,0,0,1,0,0,0,0,2
KCNMA1,0,0,1,1,1,1,1,0,0,0,5
DKK2,0,0,1,0,0,0,0,0,0,0,1
MXRA8,0,0,1,0,0,3,2,0,0,0,6
ITIH2,0,0,1,0,0,1,1,0,0,0,3
ESM1,0,0,1,1,0,0,0,0,0,0,2
AMIGO2,0,0,1,1,0,1,0,0,0,0,3
CEBPG,0,0,0,1,0,1,0,0,0,0,2
INHBC,0,0,2,0,0,0,0,0,0,0,2
MRPS21,0,0,0,0,0,1,1,0,0,0,2
PSMF1,0,0,2,0,0,1,0,0,0,0,3
ETV6,0,0,0,1,0,1,0,0,0,0,2
NFIB,0,0,0,0,0,1,0,0,0,0,1
MYRFL,0,0,0,0,1,1,0,0,0,0,2
RMDN2,0,0,2,0,0,1,0,0,0,0,3
CKLF,0,0,3,0,1,1,0,0,0,0,5
PF4V1,0,0,1,0,0,0,0,0,0,0,1
GMFB,0,0,0,0,0,0,0,1,0,0,1
GCNT4,0,0,0,0,0,1,0,0,0,0,1
GCNT1,0,0,2,0,2,1,0,0,0,0,5
GCNT2,0,0,1,0,0,1,0,0,0,0,2
PANX2,0,0,0,1,1,1,0,0,0,0,3
GJC3,0,0,0,0,1,0,0,0,0,0,1
BFSP2,0,0,0,2,0,1,0,0,0,0,3
TPTE2,0,0,2,0,1,1,0,0,0,0,4
HSD17B1,0,0,1,0,0,0,0,0,0,0,1
CRYGD,0,0,1,0,0,1,0,0,0,0,2
ZGPAT,0,0,0,1,0,1,0,0,0,0,2
S100A1,0,0,2,0,0,3,0,0,0,0,5
S100A3,0,0,0,1,0,1,0,0,0,0,2
GJA9,0,0,0,2,1,0,0,0,0,0,3
GJB7,0,0,0,0,1,0,0,0,0,0,1
CAPN11,0,0,1,0,0,0,0,0,0,1,2
HS3ST6,0,0,0,0,0,1,0,0,0,0,1
ZP3,0,0,2,2,0,0,0,0,0,0,4
PANX3,0,0,0,1,1,0,0,0,0,0,2
RASL10B,0,0,0,1,0,0,0,0,0,0,1
RAB3GAP1,0,0,1,0,2,3,1,0,0,0,7
CLDN8,0,0,0,1,2,1,1,0,0,0,5
FYCO1,0,0,1,0,1,1,0,1,0,0,4
TJP2,0,0,0,1,0,3,1,0,0,0,5
TJP3,0,0,0,1,0,1,1,0,0,0,3
TRHDE,0,0,3,1,0,0,1,0,0,0,5
FZD3,0,0,6,1,3,3,0,0,0,0,13
CTNNAL1,0,0,0,1,0,1,0,0,0,0,2
HCN2,0,0,0,1,0,2,0,0,1,0,4
NLRP2,0,0,1,0,1,1,0,0,0,0,3
AQP12A,0,0,2,0,0,0,0,0,0,0,2
TEX28,0,0,2,0,0,0,0,0,0,0,2
KCNJ5,0,0,1,1,0,0,0,1,0,1,4
CAPRIN2,0,0,2,2,0,0,0,0,0,0,4
ZC3H3,0,0,0,0,0,1,0,0,0,0,1
BFSP1,0,0,1,2,0,0,0,0,0,0,3
GJD4,0,0,0,0,1,0,0,0,0,0,1
GJD3,0,0,0,1,0,0,0,0,0,0,1
GJD2,0,0,0,2,1,0,0,0,0,0,3
AQP12B,0,0,2,0,0,0,0,0,0,0,2
GJB3,0,0,1,0,2,0,0,0,0,0,3
GJB5,0,0,0,0,1,0,0,0,0,0,1
GJB4,0,0,0,1,0,0,0,0,0,0,1
GJA10,0,0,0,1,1,0,0,0,0,0,2
ATP8A2,0,0,0,2,1,2,1,0,0,0,6
MRPL57,0,0,0,0,0,1,1,1,0,0,3
DPPA5,0,0,1,0,0,0,0,0,0,0,1
NLRP7,0,0,1,0,0,0,0,0,0,0,1
TDRD7,0,0,1,0,0,0,0,1,0,0,2
CTNNA3,0,0,1,0,0,3,0,0,0,0,4
ZMYM5,0,0,0,0,0,1,0,0,0,0,1
CRYGB,0,0,1,0,0,1,0,0,0,0,2
CRYGC,0,0,1,0,0,1,0,0,0,0,2
CAPN6,0,0,2,0,0,0,0,0,0,0,2
CAPN9,0,0,1,0,0,0,0,0,0,0,1
FATE1,0,0,0,1,1,1,1,0,0,0,4
CLDN14,0,0,0,1,0,1,1,0,0,0,3
GJE1,0,0,0,0,1,0,0,0,0,0,1
TMOD1,0,0,1,0,0,1,0,0,0,0,2
ZNF112,0,0,0,0,0,1,0,0,0,0,1
SEZ6L,0,0,0,1,1,1,0,0,0,0,3
RHBDD2,0,0,1,0,1,2,0,0,0,0,4
TMC4,0,0,0,1,0,0,1,0,0,0,2
TMC2,0,0,0,1,0,0,0,0,0,0,1
SLC4A9,0,0,0,1,1,0,0,0,0,0,2
TXNIP,0,0,1,0,0,0,0,0,0,0,1
TMEM200B,0,0,1,0,0,0,0,0,0,0,1
QPRT,0,0,1,0,0,0,1,0,0,0,2
EPM2AIP1,0,0,0,0,1,1,0,0,0,0,2
CCL25,0,0,2,0,0,0,0,0,0,0,2
PABPC4L,0,0,2,0,0,1,0,1,0,0,4
TASP1,0,0,1,0,0,0,0,0,0,0,1
ATP6V0A1,0,0,2,1,1,1,4,5,2,0,16
HYPK,0,1,1,0,0,1,0,0,0,0,3
SAMD4B,0,0,0,0,0,1,0,1,0,0,2
PFDN1,0,0,1,0,0,0,0,0,0,0,1
MRFAP1,0,0,1,0,0,0,0,0,0,0,1
LMF2,0,0,1,0,1,0,0,0,0,0,2
ZKSCAN5,0,0,0,0,0,1,0,0,0,0,1
TAF6,0,1,0,0,0,1,0,0,0,0,2
ARHGAP8,0,0,1,0,0,0,0,0,0,0,1
ZNF618,0,0,0,0,1,1,0,0,0,0,2
BAG2,0,0,0,1,0,2,0,0,0,0,3
BAG1,0,0,2,0,0,1,0,0,0,0,3
BAG4,0,0,2,1,0,1,0,0,0,0,4
ZSCAN22,0,0,0,0,0,1,0,0,0,0,1
LCOR,0,0,0,0,0,1,0,0,0,0,1
TSC22D4,0,0,1,0,0,1,0,0,0,0,2
MTX1,0,0,2,0,0,1,1,0,0,0,4
MYADM,0,0,0,1,1,0,0,0,0,0,2
BRSK1,0,0,3,1,0,1,0,0,0,0,5
ZNF211,0,0,0,0,0,1,0,0,0,0,1
NRBP2,0,0,1,0,0,0,0,0,0,0,1
USP13,0,0,1,0,0,1,0,0,0,0,2
IL27RA,0,0,0,1,0,0,0,0,0,0,1
ZNF516,0,0,0,0,0,1,0,0,0,0,1
PRR11,0,0,2,0,0,1,0,0,0,0,3
EAPP,0,0,1,0,0,1,0,0,0,0,2
PABPC1L,0,0,2,0,0,1,1,1,0,0,5
BCL7C,0,0,1,0,0,1,0,0,0,0,2
ZBED6,0,0,1,0,0,1,0,0,0,0,2
PABPC4,0,0,1,0,0,1,0,1,0,0,3
DDAH2,0,0,0,0,0,0,1,0,0,0,1
GPRASP2,0,0,2,0,0,1,0,0,0,0,3
WDR1,0,0,1,1,0,1,1,1,0,0,5
EIF3K,0,0,1,0,0,1,0,0,0,0,2
PABPC1L2A,0,0,2,0,0,1,1,1,0,0,5
RALB,0,0,0,1,0,0,1,0,0,0,2
COLGALT1,0,0,1,0,0,1,0,0,0,0,2
PKIA,0,0,1,0,0,1,0,0,0,0,2
PPP1R18,0,0,1,0,0,1,0,0,0,0,2
CAMK2N2,0,0,1,0,0,1,0,0,0,0,2
CAMK2N1,0,0,0,0,1,1,0,0,0,0,2
MYOZ2,0,0,1,0,0,0,1,0,0,0,2
IL17D,0,0,1,0,0,0,0,0,0,0,1
SLC29A2,0,0,0,1,2,0,0,0,0,0,3
SLC29A1,0,0,1,1,2,0,0,0,0,0,4
LSM2,0,0,1,1,1,2,0,1,0,0,6
POP1,0,0,4,1,1,1,1,1,0,0,9
DEDD,0,0,1,0,0,0,0,0,0,0,1
MAST2,0,0,1,1,0,0,1,0,0,0,3
LRRC75A,0,0,1,0,0,0,1,0,0,0,2
TM9SF4,0,0,1,0,0,1,0,0,0,0,2
TM9SF2,0,0,2,1,0,1,2,0,0,0,6
ZBED1,0,0,0,1,1,1,0,0,0,0,3
CENPU,0,0,1,0,0,1,0,0,0,0,2
ZCCHC4,0,0,1,0,0,0,0,0,0,0,1
MCTS1,0,0,1,0,0,0,0,0,0,0,1
PTMS,0,0,0,0,0,1,0,0,0,0,1
TMEM141,0,0,1,0,0,0,0,0,0,0,1
KLF10,0,0,0,0,0,1,0,0,0,0,1
SMDT1,0,0,0,0,0,2,0,0,0,0,2
SLC35B2,0,0,1,0,2,2,0,0,0,0,5
THEM4,0,0,0,1,0,3,1,0,0,0,5
TM4SF18,0,0,1,0,0,0,0,0,0,0,1
TM4SF19,0,0,1,0,0,0,0,1,0,0,2
SVEP1,0,0,4,0,0,1,0,0,0,0,5
ZACN,0,0,0,2,0,0,0,0,0,0,2
MRPS24,0,0,0,0,0,1,1,0,0,0,2
TMEM256,0,0,1,0,0,0,1,0,0,0,2
TSPAN18,0,0,0,1,0,0,0,0,0,0,1
TSPAN11,0,0,0,1,0,0,0,0,0,0,1
PTGDR2,0,0,0,1,1,0,0,0,0,0,2
NOC4L,0,0,0,0,3,0,0,0,0,0,3
GYG2,0,0,1,0,0,1,0,0,0,0,2
ZNF451,0,0,0,0,0,1,0,0,0,0,1
TMEM50B,0,0,0,1,1,2,0,0,0,0,4
EXOSC7,0,0,1,0,0,4,1,0,0,0,6
TMEM203,0,0,0,0,1,2,0,1,0,0,4
PAQR8,0,0,0,1,0,1,0,0,0,0,2
ARHGEF10,0,0,1,1,0,0,0,0,0,0,2
MAP4K4,0,0,1,0,0,1,0,0,0,0,2
TRAM1,0,0,3,0,1,2,1,0,0,0,7
CAMSAP1,0,0,1,0,0,0,0,0,0,0,1
KCNJ15,0,0,0,1,0,0,0,0,0,0,1
TAF8,0,0,1,0,0,1,0,0,0,0,2
DDIAS,0,0,1,0,0,1,0,0,0,0,2
GCM1,0,0,0,0,0,1,0,0,0,0,1
TESPA1,0,0,1,0,1,0,0,0,0,0,2
TMEM45A,0,0,1,0,0,0,0,0,0,0,1
PRICKLE1,0,0,0,0,1,1,0,0,0,0,2
LRCH1,0,0,1,0,0,0,0,0,0,0,1
TMEM158,0,0,1,0,0,0,0,0,0,0,1
SOCS3,0,0,0,0,1,0,0,0,0,0,1
ADARB1,0,0,1,1,0,1,0,0,0,0,3
EIF3B,0,0,0,0,0,0,1,1,0,0,2
SETD5,0,0,0,0,2,1,0,0,0,0,3
TNFAIP8L1,0,0,1,0,0,0,0,0,0,0,1
CBR4,0,0,0,0,0,1,0,0,0,0,1
SLC19A3,0,0,1,1,0,0,0,0,0,0,2
GYG1,0,0,3,0,0,1,0,0,0,0,4
TM4SF20,0,0,1,1,1,0,0,0,0,0,3
ENTPD6,0,0,2,1,0,2,0,0,0,0,5
GPM6B,0,0,1,1,1,0,0,0,0,0,3
RTP3,0,0,2,0,0,0,0,0,0,0,2
SLC35G2,0,0,0,1,0,1,0,0,1,0,3
SNX10,0,0,1,1,1,2,0,1,0,0,6
TMEM50A,0,0,1,0,0,1,0,0,0,0,2
TMEM185B,0,0,1,0,0,0,0,0,0,0,1
TMEM205,0,0,1,0,0,0,0,0,0,0,1
TMEM60,0,0,1,0,0,0,0,0,0,0,1
AKR7A3,0,0,1,0,0,1,1,0,0,0,3
SIRPG,0,0,1,1,0,0,0,0,0,0,2
KLF6,0,0,0,0,1,1,0,0,0,0,2
FAM189B,0,0,1,0,0,0,0,0,0,0,1
IER3IP1,0,0,1,0,1,3,0,0,1,0,6
GATAD2B,0,0,0,0,0,1,0,1,0,0,2
ZNF639,0,0,0,0,0,1,0,0,0,0,1
RCAN3,0,0,1,0,0,1,0,0,0,0,2
IFI27L1,0,0,0,0,1,0,0,0,0,0,1
NLRC3,0,0,2,0,1,0,0,0,0,0,3
FANCF,0,0,1,0,0,0,0,0,0,0,1
RSPH1,0,0,0,0,0,1,0,0,0,0,1
IFI16,0,0,2,0,0,1,0,0,0,0,3
PRAMEF10,0,0,1,0,0,0,1,0,0,0,2
LURAP1,0,0,1,0,1,0,0,0,0,0,2
TPBGL,0,0,0,1,0,0,0,0,0,0,1
CEPT1,0,0,1,0,2,1,0,0,0,0,4
FANCB,0,0,1,0,0,0,0,0,0,0,1
CLIC4,0,0,3,2,1,1,1,0,0,0,8
ZNF3,0,0,0,0,0,1,0,0,0,0,1
GABRQ,0,0,0,1,1,1,0,0,0,0,3
CLCN3,0,0,1,2,2,3,2,3,3,2,18
CLCN2,0,0,0,1,1,1,1,0,0,0,4
CLCN1,0,0,1,1,0,0,0,0,0,0,2
TTYH1,0,0,1,1,0,2,0,0,0,0,4
ENTPD5,0,0,2,0,0,1,0,0,0,0,3
DYNC1LI2,0,0,1,2,1,0,0,0,0,0,4
GRPEL1,0,0,0,0,2,2,0,0,0,0,4
ACOT11,0,0,1,0,0,1,1,0,0,0,3
BCAT1,0,0,1,0,0,1,0,0,0,0,2
AKAP5,0,0,0,1,5,1,2,0,1,0,10
STRC,0,0,1,0,0,0,0,0,0,0,1
RNF152,0,0,0,1,0,0,0,2,0,0,3
NIPAL3,0,0,1,0,0,0,0,0,0,0,1
GRXCR1,0,0,0,0,0,1,0,0,0,0,1
MYRIP,0,0,1,0,0,0,0,2,0,0,3
COCH,0,0,1,0,0,0,0,0,0,0,1
UNC79,0,0,0,1,0,0,0,0,0,0,1
SNX21,0,0,0,0,0,0,0,1,0,0,1
UNC80,0,0,0,1,0,2,0,0,0,0,3
HS3ST4,0,0,0,0,0,1,0,0,0,0,1
TTYH2,0,0,0,1,0,0,0,0,0,0,1
TTYH3,0,0,0,1,0,0,1,0,0,0,2
NIPSNAP3A,0,0,1,0,0,1,0,0,0,0,2
SCN3B,0,0,2,1,1,0,0,0,0,0,4
CITED4,0,0,1,0,0,1,0,0,0,0,2
PTPRR,0,0,2,1,0,0,0,0,0,0,3
CLIC3,0,0,2,2,0,1,1,0,0,0,6
GABRP,0,0,0,1,2,0,0,0,0,0,3
SLC26A7,0,0,2,1,2,0,0,1,0,0,6
KCNE3,0,0,1,2,1,0,0,1,0,0,5
EIF5AL1,0,0,0,0,1,1,0,0,0,0,2
SLC25A33,0,0,0,0,1,1,0,0,0,0,2
AGPAT1,0,0,1,0,1,1,0,0,0,0,3
PRPF4,0,0,0,0,0,1,1,1,0,0,3
ZFHX4,0,0,0,0,0,1,0,0,0,0,1
MS4A15,0,0,0,1,0,0,0,0,0,0,1
TACC1,0,0,3,1,0,1,0,0,0,0,5
B3GALT4,0,0,0,0,0,1,0,0,0,0,1
PRRC2A,0,0,1,1,0,0,1,0,0,0,3
EPS8,0,0,0,2,0,1,1,0,0,0,4
AIFM3,0,0,1,0,0,3,0,0,0,0,4
HAPLN1,0,0,2,2,0,0,0,1,0,0,5
MFAP2,0,0,1,0,0,1,0,0,0,0,2
SUSD4,0,0,1,0,0,1,0,0,0,0,2
SCN3A,0,0,0,1,1,0,0,0,0,0,2
RHBDD1,0,0,1,0,2,1,0,0,0,0,4
LCTL,0,0,0,0,1,0,0,0,0,0,1
TMEM63B,0,0,0,1,0,0,0,1,1,0,3
GABRR1,0,0,0,1,1,3,0,0,0,0,5
INTS12,0,0,0,1,0,1,0,0,0,0,2
BASP1,0,0,1,2,0,1,1,0,0,0,5
GPR137B,0,0,1,1,0,0,0,1,0,0,3
AGER,0,0,2,1,1,1,0,0,0,0,5
SLC9A5,0,0,1,1,0,1,1,1,0,0,5
SCNN1B,0,0,0,2,1,1,1,0,0,0,5
GIMAP8,0,0,1,0,0,3,0,0,0,0,4
GIMAP5,0,0,0,0,0,0,0,1,1,0,2
CLIC2,0,0,2,1,0,1,0,0,0,0,4
SFTPC,1,0,2,0,1,0,0,0,0,0,4
TMEM30B,0,0,0,2,0,2,0,0,0,0,4
SLC12A1,0,0,1,1,1,0,1,0,0,0,4
ADH1B,0,0,0,1,0,0,0,0,0,0,1
SSH2,0,0,2,0,0,2,0,0,0,1,5
ARHGAP19,0,0,1,1,1,1,0,0,0,0,4
PSMG1,0,0,1,0,0,3,0,0,0,0,4
CIB2,0,0,2,0,1,0,0,0,0,0,3
CLCNKA,0,0,0,1,1,0,0,0,0,0,2
CLCNKB,0,0,0,1,1,0,0,0,0,0,2
GPRASP1,0,0,0,0,0,1,0,0,0,0,1
GINS2,0,0,0,0,2,1,0,0,0,0,3
KCNJ6,0,0,0,1,0,1,0,0,0,0,2
BEST2,0,0,0,1,2,1,0,0,0,0,4
OTOGL,0,0,1,1,0,0,0,0,0,0,2
GSTO2,0,0,1,0,0,0,1,0,0,0,2
DDX11,0,0,1,1,0,0,1,0,0,0,3
PCDH15,0,0,3,2,0,1,0,0,0,0,6
GLRA1,0,0,2,2,1,2,0,0,0,0,7
TOE1,0,0,1,0,0,1,0,2,0,0,4
PPP1R3B,0,0,0,0,0,1,0,0,0,0,1
SYNE4,0,0,0,0,0,1,1,0,0,0,2
WBP1L,0,0,1,0,0,0,0,0,0,0,1
SSX3,0,0,0,0,0,1,0,0,0,0,1
MS4A5,0,0,0,1,0,0,0,0,0,0,1
ASIC4,0,0,0,1,0,0,0,0,0,0,1
ANO6,0,0,1,1,0,0,1,2,0,0,5
PSMD9,0,0,1,0,0,1,0,0,0,0,2
KCNK10,0,0,0,1,0,0,0,0,0,0,1
DDHD2,0,0,2,0,0,2,0,0,1,0,5
MYBPC1,0,0,1,0,0,0,1,0,0,0,2
PIRT,0,0,0,1,0,0,0,0,0,0,1
PCDHGA4,0,0,0,1,0,0,0,0,0,0,1
VARS2,0,0,1,0,0,1,0,0,0,0,2
GRXCR2,0,0,2,0,0,0,0,0,0,0,2
MYOZ3,0,0,1,0,0,0,1,0,0,0,2
MYOZ1,0,0,1,0,1,1,1,0,0,0,4
GABRR2,0,0,0,1,1,2,0,0,0,0,4
DONSON,0,0,0,0,0,1,0,0,0,0,1
BEST4,0,0,0,1,0,0,0,0,0,0,1
CACNG4,0,0,1,1,0,0,2,0,0,0,4
HS3ST3A1,0,0,1,0,0,1,0,0,0,0,2
SPATA6,0,0,1,0,0,1,0,0,0,0,2
SHROOM4,0,0,1,0,4,2,0,1,0,0,8
HOMER1,0,0,1,1,1,1,1,0,0,0,5
TMC7,0,0,0,1,0,0,0,0,0,0,1
EPS8L2,0,0,0,2,0,1,1,0,0,0,4
SCGB3A2,0,0,2,0,0,0,0,0,0,0,2
KCNK12,0,0,0,1,1,0,0,0,0,0,2
KIAA0513,0,0,1,0,0,0,0,0,0,0,1
ANO7,0,0,1,2,0,1,0,0,0,0,4
ANO2,0,0,0,1,0,0,0,0,0,0,1
LHFPL5,0,0,0,1,1,0,0,0,0,0,2
MAML3,0,0,1,0,0,1,0,0,0,0,2
SH3BGR,0,0,1,0,0,0,0,0,0,0,1
ATP11C,0,0,0,1,1,1,0,3,1,0,7
KCTD12,0,0,1,0,0,2,0,0,0,0,3
EMCN,0,0,1,1,0,0,0,0,0,0,2
CLCC1,0,0,1,1,2,1,0,0,0,0,5
VN1R2,0,0,0,1,0,0,0,0,0,0,1
VN1R1,0,0,0,1,0,0,0,0,0,0,1
VN1R4,0,0,0,1,0,0,0,0,0,0,1
ZNF507,0,0,0,0,0,1,0,0,0,0,1
PIP5K1B,0,0,1,1,0,0,0,0,0,0,2
GPR35,0,0,0,1,0,0,0,0,0,0,1
AQP7,0,0,1,1,1,2,0,0,0,0,5
MPV17L,0,0,1,0,1,1,1,1,0,0,5
ARL5B,0,0,1,0,1,0,0,0,0,0,2
CLDN17,0,0,0,1,1,0,1,0,0,0,3
TBCC,0,0,1,0,0,1,0,0,0,0,2
FAM111B,0,0,1,0,0,1,0,0,0,0,2
ADAM21,0,0,0,2,1,0,0,0,0,0,3
NIN,0,0,0,5,0,0,0,1,0,0,6
GABRB1,0,0,0,1,0,2,0,0,0,0,3
ACY3,0,0,1,0,1,0,1,0,0,0,3
TMOD4,0,0,0,0,0,1,1,0,0,0,2
ENPP5,0,0,1,1,0,0,0,0,0,0,2
NLGN2,0,0,2,2,1,3,1,0,0,0,9
OR2K2,0,0,0,1,0,0,0,0,0,0,1
FANCI,0,0,3,1,0,0,0,0,0,0,4
RRP7A,0,0,1,3,0,0,0,0,0,0,4
BRD9,0,0,1,0,0,2,0,0,0,0,3
BRD7,0,0,3,0,0,3,0,0,0,0,6
ANKLE2,0,0,1,0,1,1,0,0,0,0,3
TPRKB,0,0,1,0,0,1,0,0,0,0,2
RMI1,0,0,0,0,1,1,0,0,0,0,2
AKAP1,0,0,1,0,0,0,1,0,0,0,2
RAP1A,0,0,3,2,0,0,2,1,0,0,8
MCM10,0,0,0,1,0,1,0,0,0,0,2
NSMCE2,0,0,0,0,0,1,0,0,0,0,1
TPX2,0,0,2,0,0,1,0,0,0,0,3
SLC35E3,0,0,1,0,0,1,0,0,0,0,2
NCAPG2,0,0,2,0,0,1,0,1,0,0,4
NUP210L,0,0,1,1,0,0,0,0,0,0,2
RECQL,0,0,2,0,0,2,0,0,0,0,4
ACTR8,0,0,0,1,0,1,0,0,0,0,2
HIPK1,0,0,1,1,0,1,1,1,0,0,5
HIPK4,0,0,1,0,0,1,0,0,0,0,2
LEMD2,0,0,4,0,1,2,0,0,0,0,7
GPATCH3,0,0,1,0,0,1,0,0,0,0,2
ATMIN,0,0,0,0,0,1,0,0,0,0,1
PAXIP1,0,0,1,0,0,2,0,0,0,0,3
DYNC1I1,0,0,2,0,1,1,1,0,0,0,5
SKA1,0,0,1,1,0,0,0,0,0,0,2
SKA3,0,0,0,1,0,0,0,0,0,0,1
SKA2,0,0,0,0,0,1,0,0,0,0,1
C1orf112,0,0,0,0,0,1,0,0,0,0,1
TTBK1,0,0,3,1,0,1,0,0,0,0,5
RUVBL1,0,0,3,3,0,1,1,0,0,0,8
ENSA,0,0,1,0,0,0,0,0,0,0,1
C12orf4,0,0,1,0,0,0,0,0,0,0,1
ZNF746,0,0,1,0,0,1,0,0,0,0,2
SLC26A10,0,0,0,1,0,0,0,0,0,0,1
SPRYD4,0,0,0,0,0,1,0,0,0,0,1
POLI,0,0,0,0,0,0,1,0,0,0,1
TMEM92,0,0,1,0,0,0,0,0,0,0,1
SPDL1,0,0,0,1,0,1,0,0,0,0,2
KIF20B,0,0,3,3,0,1,1,0,0,0,8
DBF4,0,0,0,0,0,0,0,1,0,0,1
GCC2,0,0,1,0,1,1,0,0,0,0,3
TRIM67,0,0,1,0,0,1,0,0,0,0,2
WDR93,0,0,0,0,0,1,0,0,0,0,1
ASPSCR1,0,0,3,1,3,2,0,0,0,0,9
PSMA1,0,0,1,1,0,1,1,0,0,0,4
